poll_at,over_under_id,projection_id,player_id,pitcher,stat_type,line,over_american,under_american,over_payout_multiplier,under_payout_multiplier,p_over_implied,p_under_implied,p_market,over_updated_at,under_updated_at,game_id,game_title,start_time,game_status,live_event,status
2026-08-24T01:51:40.922911+00:00,389d47d8-7d63-4b76-aee2-017ffdf7764c,fb5ecad4-a90d-4b34-b104-16a8f3f71d94,ca0ae197-16b0-458c-b965-1ff0820bb8d2,Zack Wheeler,strikeouts,6.5,-110,-122,1.0,1.0,0.5238095238095238,0.5495495495495496,0.48800959232613905,2026-08-24T01:00:29Z,2026-08-24T01:00:29Z,144253,PHI @ SEA,2026-08-25T01:40:00Z,scheduled,False,active
2026-08-24T01:51:40.922911+00:00,e18c9aaf-4ef1-464a-9304-34790432b4ef,280a039a-030b-4297-80be-68745543b513,7b64d401-b3a9-4545-ab49-31803530f9be,Framber Valdez,strikeouts,3.5,-150,114,0.87,1.12,0.6,0.4672897196261682,0.5621716287215411,2026-08-24T01:38:30Z,2026-08-24T01:39:18Z,144573,TB @ DET,2026-08-24T22:40:00Z,scheduled,False,active
2026-08-24T01:51:40.922911+00:00,18308b67-7324-4473-9bc7-1636d7ec3cc1,b535800a-55f0-4d88-94f4-fde9c7ddcf46,051061cf-f985-4ee9-8cac-127e20565b4a,Robbie Ray,strikeouts,5.5,-109,-125,1.0,1.0,0.5215311004784688,0.5555555555555556,0.4842053307008884,2026-08-24T01:25:44Z,2026-08-24T01:25:44Z,143604,PIT @ SD,2026-08-25T01:40:00Z,scheduled,False,active
2026-08-24T01:51:40.922911+00:00,04674fa1-05ce-4c76-90d8-c78bad585575,a119fb04-3bd7-4392-a6f1-5cd7e1bc2065,08b13f2b-de03-48dd-a65c-5c09311210e6,Ranger Suarez,strikeouts,4.5,-162,124,0.83,1.14,0.6183206106870229,0.44642857142857145,0.5807194981436437,2026-08-24T01:10:14Z,2026-08-24T01:11:13Z,144255,BOS @ MIA,2026-08-24T22:40:00Z,scheduled,False,active
2026-08-24T01:51:40.922911+00:00,ca526125-7249-4bc4-94b6-0c8c5f7253ec,47503e6c-21a7-4361-a726-44ffa55eeb99,bfd71f81-8284-49d1-bf1b-edd56eef788c,Logan Gilbert,strikeouts,5.5,-127,-107,1.0,1.0,0.5594713656387665,0.5169082125603864,0.519771442128989,2026-08-24T01:41:44Z,2026-08-24T01:41:44Z,144253,PHI @ SEA,2026-08-25T01:40:00Z,scheduled,False,active
2026-08-24T01:51:40.922911+00:00,bfcdf443-ecdc-482b-bde0-cd356a0638ab,2c8c50c1-085b-401d-b72a-aa20af64f2ad,feb56f63-cb49-47da-a0eb-f380f0283c99,Sandy Alcantara,strikeouts,4.5,-110,-122,1.0,1.0,0.5238095238095238,0.5495495495495496,0.48800959232613905,2026-08-24T00:45:30Z,2026-08-24T00:45:30Z,144255,BOS @ MIA,2026-08-24T22:40:00Z,scheduled,False,active
2026-08-24T01:51:40.922911+00:00,103eb8de-cdce-4eba-91ae-246212500fbf,eca63252-d799-422f-bfd9-5051e30c2e90,4f1665df-2299-4f99-8315-88786549df30,Jeffrey Springs,strikeouts,3.5,-110,-124,1.0,1.0,0.5238095238095238,0.5535714285714286,0.4861878453038673,2026-08-23T23:19:01Z,2026-08-23T23:19:01Z,144485,MIN @ ATH,2026-08-25T01:40:00Z,scheduled,False,active
2026-08-24T01:51:40.922911+00:00,95a77648-815f-46ca-b96d-d4b6a76bfc16,2cba7590-f109-448a-991c-f3deb5b6dc8b,0de5b271-9a1b-4f10-b909-5374e02640aa,Kumar Rocker,strikeouts,4.5,-120,-114,1.0,1.0,0.5454545454545454,0.5327102803738317,0.5059101654846335,2026-08-24T01:35:43Z,2026-08-24T01:35:43Z,144328,TEX @ CWS,2026-08-24T23:40:00Z,scheduled,False,active
2026-08-24T01:51:40.922911+00:00,fca42281-0ae8-49f7-a5e7-9072ddcec693,d7106bfd-facd-4524-80a2-47ff419d119e,e8fe5be7-a748-4ed5-8c5c-86c8996e60dd,Drew Rasmussen,strikeouts,4.5,-154,113,0.86,1.12,0.6062992125984252,0.4694835680751174,0.5635888801072129,2026-08-24T01:30:49Z,2026-08-24T01:30:49Z,144573,TB @ DET,2026-08-24T22:40:00Z,scheduled,False,active
2026-08-24T01:51:40.922911+00:00,a3ffbc42-18bc-4b80-9da1-7dddade5f2e0,5596db0b-f19b-4e40-b2ba-d9dcce7cc78a,ace95a96-2735-4cd1-88dc-32b1fc5382cb,Zebby Matthews,strikeouts,4.5,-102,-134,1.05,0.91,0.504950495049505,0.5726495726495726,0.4685880320402073,2026-08-24T01:41:10Z,2026-08-24T01:41:10Z,144485,MIN @ ATH,2026-08-25T01:40:00Z,scheduled,False,active
2026-08-24T01:51:40.922911+00:00,b81a8dc1-80d5-49fb-bcea-ed4933ff46a9,7492c4e5-1710-497f-a6f9-785d8cdab36d,92ea1a11-e075-4dfc-868e-413eba1b6139,Cade Cavalli,strikeouts,6.5,110,-150,1.1,0.87,0.47619047619047616,0.6,0.4424778761061947,2026-08-24T01:21:21Z,2026-08-24T01:21:21Z,142213,COL @ WSH,2026-08-24T22:45:00Z,scheduled,False,active
2026-08-24T01:51:40.922911+00:00,0129c590-4379-473a-b0dc-8aeed8f62c0f,ecd758f0-3b5f-437b-a298-e209df46d68f,dfa7a120-7f4e-4c56-b4a4-fe82f157cffe,Braxton Ashcraft,strikeouts,5.5,120,-162,1.12,0.83,0.45454545454545453,0.6183206106870229,0.42367399741267786,2026-08-23T23:27:01Z,2026-08-23T23:27:01Z,143604,PIT @ SD,2026-08-25T01:40:00Z,scheduled,False,active
2026-08-24T01:51:40.922911+00:00,d7e3eebf-0b7c-40c3-9315-09541c4947ef,11f185b6-baa8-433b-9fcd-550bdb279226,af7587db-247c-4b15-9719-2a0a35ca24bb,Ryan Feltner,strikeouts,3.5,-170,124,0.82,1.15,0.6296296296296297,0.44642857142857145,0.5851259987707437,2026-08-23T23:10:35Z,2026-08-23T23:10:35Z,142213,COL @ WSH,2026-08-24T22:45:00Z,scheduled,False,active
2026-08-24T01:51:40.922911+00:00,b9438e53-bcc8-44ab-b9bb-34c3c762d285,441843fc-c055-450a-af56-15e9a231b755,ebf3dd22-3bc4-4ba4-ba62-6b1b6f36919f,José Urquidy,strikeouts,3.5,-159,117,0.84,1.11,0.6138996138996139,0.4608294930875576,0.5712133503302815,2026-08-24T01:35:39Z,2026-08-24T01:35:39Z,144328,TEX @ CWS,2026-08-24T23:40:00Z,scheduled,False,active
2026-08-24T01:51:40.922911+00:00,02570b70-9187-4b24-b62a-f6594ce691ac,3c0850b3-d27b-42a7-8dc5-f695467917eb,ca0ae197-16b0-458c-b965-1ff0820bb8d2,Zack Wheeler,pitch_outs,17.5,-152,112,0.86,1.12,0.6031746031746031,0.4716981132075472,0.5611590972415714,2026-08-24T01:35:02Z,2026-08-24T01:35:02Z,144253,PHI @ SEA,2026-08-25T01:40:00Z,scheduled,False,active
2026-08-24T01:51:40.922911+00:00,5681100f-5c29-4443-8320-8994f9d2f52f,501c8a58-80c5-4271-aa60-3fbf9d01c577,7b64d401-b3a9-4545-ab49-31803530f9be,Framber Valdez,pitch_outs,18.5,112,-152,1.12,0.86,0.4716981132075472,0.6031746031746031,0.4388409027584286,2026-08-24T01:49:02Z,2026-08-24T01:49:02Z,144573,TB @ DET,2026-08-24T22:40:00Z,scheduled,False,active
2026-08-24T01:51:40.922911+00:00,10519495-c7bb-4a86-9d0d-35c5fe0fb923,fcf3268e-bfa2-4696-8ccf-ddf0fa7d2b2f,051061cf-f985-4ee9-8cac-127e20565b4a,Robbie Ray,pitch_outs,16.5,-114,-118,1.0,1.0,0.5327102803738317,0.5412844036697247,0.496008302730321,2026-08-24T01:25:45Z,2026-08-24T01:25:45Z,143604,PIT @ SD,2026-08-25T01:40:00Z,scheduled,False,active
